title	year	director	cast	genre	notes
Dough and Dynamite	1914	Charlie Chaplin	"Charlie Chaplin, Chester Conklin, Fritz Schade"	Comedy	
The Escape	1914	D. W. Griffith	"Donald Crisp, Blanche Sweet, Mae Marsh"	Drama	
The Exploits of Elaine	1914	"Louis J. Gasnier, George B. Seitz, Leopold Wharton"	"Pearl White, Sheldon Lewis"	Drama serial	
The Face on the Bar Room Floor	1914	Charles Chaplin	"Charles Chaplin, Cecile Arnold, Fritz Schade"	Comedy	
The Fatal Mallet	1914	Mack Sennett	"Charles Chaplin, Mabel Normand, Mack Sennett"	Comedy	
Fate's Decree	1914		"William Garwood, Richard Henry Cummings, Billie West"		
Feast and Famine	1914	Sydney Ayres	"B. Reeves Eason, William Garwood, Harry von Meter"		
A Film Johnnie	1914	George Nichols	"Charlie Chaplin, Fatty Arbuckle, Mabel Normand"		
The Final Impulse	1914	Tom Ricketts	"Charlotte Burton, Perry Banks, William Bertram, Edward Coxen"		
The Floor Above	1914	"James Kirkwood, Sr."	"Earle Foxe, Henry Walthall, Dorothy Gish"	Mystery drama	
A Florida Enchantment	1914	Sydney Drew	"Sydney Drew, Edith Storey"		
In the Footprints of Mozart	1914	William Desmond Taylor	"Charlotte Burton, William Bertram, Edith Borella"		
Gentlemen of Nerve	1914	Charlie Chaplin	"Charlie Chaplin, Mabel Normand, Chester Conklin"	Comedy	
Gertie the Dinosaur	1914	Winsor McCay	"Winsor McCay, George McManus"	Cartoon	Groundbreaking animated short
Getting Acquainted	1914	Charlie Chaplin	"Charlie Chaplin, Mabel Normand, Phyllis Allen"	Comedy	
The Ghost Breaker	1914	"Oscar Apfel, Cecil B. DeMille"	"H. B. Warner, Rita Stanwood, Theodore Roberts"	Drama	
The Girl in the Shack	1914	Edward Morrissey	"Earle Foxe, Spottiswoode Aitken, Mae Marsh"		
A Good Little Devil	1914	"Edwin S. Porter, J. Searle Dawley"	"Mary Pickford, Ernest Truex, David Belasco"	Drama	"Pickford's first feature, survives only in an abridged version."
The Green-Eyed Devil	1914	James Kirkwood	"Spottiswoode Aitken, Earle Foxe, William Garwood"		
A Happy Coersion	1914		"Perry Banks, William Bertram, Jacques Jaccard"		
The Hazards of Helen	1914		Helen Holmes	Adventure serial	A serial of 119 12 minute episodes
Her Friend the Bandit	1914	Charles Chaplin	"Charles Chaplin, Mabel Normand, Charles Murray"	Comedy	
Her Younger Sister	1914	Frank Cooley	"Charlotte Burton, Fred Gamble"	Comedy	
His Faith in Humanity	1914	Sydney Ayres	"William Garwood, Louise Lester"		
His Father's Rifle	1914	Edward LeSaint	"Earle Foxe, Bertram Grassby"	Drama	
His Favourite Pastime	1914	George Nichols	"Charlie Chaplin, Fatty Arbuckle, Viola Barry"	Comedy	
"His Majesty, the Scarecrow of Oz"	1914	J. Farrell MacDonald	"Violet MacMillan, Pierre Couderc"		Loosely based on The Wizard of Oz and written and produced by L. Frank Baum
His Musical Career	1914	Charlie Chaplin	"Charlie Chaplin, Mack Swain, Charley Chase"	Comedy	
His New Profession	1914	Charlie Chaplin	"Charlie Chaplin, Charley Chase, Fatty Arbuckle"	Comedy	
His Prehistoric Past	1914	Charlie Chaplin	"Charlie Chaplin, Mack Swain, Fritz Schade"	Comedy	Chaplin's last film with Keystone Studios
His Trysting Place	1914	Charlie Chaplin	"Charlie Chaplin, Mabel Normand"	Comedy	
"Home, Sweet Home"	1914	D. W. Griffith	"Earle Foxe, Henry B. Walthall, Dorothy Gish"	Biographical drama	
The Hunchback	1914	Christy Cabanne	"F. A. Turner, William Garwood, Lillian Gish"	Drama	
Imar the Servitor	1914		William Garwood		
In Tune	1914	Henry Otto	"Charlotte Burton, Edward Coxen, George Field, Winifred Greenwood"		
In the Candlelight	1914	Tom Ricketts	"William Garwood, Charlotte Burton"		
In the Land of the Head Hunters	1914	Edward S. Curtis		Documentary drama	
In the Open	1914	Sydney Ayres	"William Garwood, Louise Lester"		
Jail Birds	1914	Sydney Ayres	"William Garwood, Charlotte Burton"		
Judith of Bethulia	1914	D. W. Griffith	"Blanche Sweet, Henry B. Walthall"	Biblical drama	
The Jungle	1914	"Augustus E. Thomas, George Irving, John H. Pratt"	"George Nash, Gail Kane, Julia Hurley"	Drama	
Kid Auto Races at Venice	1914	Henry Lehrman	Charlie Chaplin	Comedy	The first appearance of Charlie Chaplin's Little Tramp character
The Kiss	1914	Ulysses Davis	"Ella Margaret Gibson, George Holt, William Desmond Taylor"	Drama	
The Knockout	1914	Charles Avery	"Charlie Chaplin, Fatty Arbuckle, Edgar Kennedy"	Comedy	
Laughing Gas	1914	Charlie Chaplin	"Charlie Chaplin, Fritz Schade"	Comedy	
The Life of General Villa	1914	"Christy Cabanne, Raoul Walsh"	"Pancho Villa, Irene Hunt, Raoul Walsh"	Drama	Lost film
Little Lord Fauntleroy	1914	F. Martin Thornton	"H. Agar Lyons, Fred Eustace, Edward Viner"	Drama	
A Little Madonna	1914	Ulysses Davis	"William Desmond Taylor, Patricia Palmer"	Drama	
The Livid Flame	1914	Francis J. Grandon	"Earle Foxe, Lafe McKee"	Drama	
The Lost Sermon	1914		"William Garwood, Harry De Vere, Harry von Meter"		
Love and Bullets	1914	Fatty Arbuckle	"Fatty Arbuckle, Phyllis Allen, Charley Chase"	Comedy	
The Lover's Gift	1914		"Earle Foxe, Mary Alden, Francelia Billington"		
"Lucille Love, Girl of Mystery"	1914	Francis Ford	"Grace Cunard, Francis Ford, Harry Schumm, John Ford"	Action serial	Universal's first serial
The Lure of the Sawdust	1914	Tom Ricketts	"Charlotte Burton, George Field, Edward Coxen"	Drama	
Mabel at the Wheel	1914	"Mabel Normand, Mack Sennett"	"Charlie Chaplin, Mabel Normand"	Comedy	
Mabel's Busy Day	1914	Mabel Normand	"Charlie Chaplin, Mabel Normand"	Comedy	
Mabel's Married Life	1914	Charlie Chaplin	"Charlie Chaplin, Mabel Normand"	Comedy	
Mabel's Strange Predicament	1914	Henry Lehrman	"Charlie Chaplin, Mabel Normand"	Comedy	
The Magic Cloak of Oz	1914	J. Farrell MacDonald	"Juanita Hansen, Violet MacMillan, Mildred Harris"	Fantasy drama	Written and produced by L. Frank Baum
Making a Living	1914	Henry Lehrman	"Charlie Chaplin, Virginia Kirtley, Alice Davenport"	Comedy	The first film featuring Charlie Chaplin
The Man from Home	1914	Cecil B. DeMille	"Charles Richman, Theodore Roberts, Fred Montague"	Drama	
A Man's Way	1914	Sydney Ayres	"William Garwood, Charlotte Burton, Louise Lester"		
The Masquerader	1914	Charlie Chaplin	"Charlie Chaplin, Fatty Arbuckle"	Comedy	
The Master Mind	1914	"Oscar Apfel, Cecil B. DeMille"	"Edmund Breese, Fred Montague, Jane Darwell"	Crime drama	
Mein Lieber Katrina	1914		"Charlotte Burton, George Field, Ida Lewis"	Comedy	
Michael Strogoff (1914 film)	1914	Lloyd B. Carleton	"Jacob P. Adler, Daniel Makarenko, Eleanor Barry"	Drama	Feature adaptation of Jules Verne novel.
Mein Lieber Katrina Catches a Convict	1914	Tom Ricketts	"Charlotte Burton, Harry De Vere, Perry Banks"	Comedy	
The Mystery of the Hindu Image	1914	Raoul Walsh	"Raoul Walsh, Dark Cloud, Eagle Eye"	Drama	Raoul's Walsh's earliest surviving directorial effort
Nature's Touch	1914	Sydney Ayres	"William Garwood, Jack Richardson, Louise Lester"		
The Navy Aviator	1914	"Sydney Ayres,"	"Sydney Ayres, Caroline Cooke, Jack Richardson"		
Neptune's Daughter	1914	Herbert Brenon	"Annette Kellerman, William E. Shay, William Welsh"	Fantasy	
The New Janitor	1914	Charlie Chaplin	"Charlie Chaplin, Jess Dandy, John T. Dillon"	Comedy	
Old Enough to Be Her Grandpa	1914	Tom Ricketts	"Charlotte Burton, William Garwood"		
The Only Son	1914	"Oscar Apfel, Cecil B. DeMille"	"Jim Blackwell, Jane Darwell"		
The Patchwork Girl of Oz	1914	J. Farrell MacDonald	"Violet MacMillan, Pierre Couderc"	Fantasy drama	Written and produced by L. Frank Baum
The Perils of Pauline	1914	Louis J. Gasnier	Pearl White	Adventure serial	
The Power of Light	1914	Lorimer Johnston	"Charlotte Burton, Sydney Ayres, Jacques Jaccard"	Drama	
The Property Man	1914	Charlie Chaplin	"Charlie Chaplin, Phyllis Allen, Alice Davenport"	Comedy	
Recreation	1914	Charles Chaplin	Charles Chaplin		
Redbird Wins	1914	Sydney Ayres	"Perry Banks, William Garwood"		
The Redemption of a Pal	1914	Henry Otto	"Edith Borella, Charlotte Burton, George Field"	Drama	
The Rose Bush of Memories	1914		"Earle Foxe, Mary Alden, Francelia Billington"		
Rose of the Rancho	1914	Cecil B. DeMille	"Bessie Barriscale, Jane Darwell, Jeanie MacPherson"	Western	
"Rosemary, That's for Remembrance"	1914	Francis J. Grandon	"Earle Foxe, Adda Gleason"	Drama	
The Rounders	1914	Charlie Chaplin	"Charlie Chaplin, Fatty Arbuckle, Phyllis Allen"	Comedy	
Salomy Jane	1914	William Nigh	"Beatriz Michelena, House Peters"	Western	
Samson	1914	J. Farrell MacDonald	"J. Warren Kerrigan, George Periolat, Lule Warrenton"	Drama	
Shotgun Jones	1914	Colin Campbell	Wheeler Oakman	Western	
Should a Woman Divorce?	1914	Edwin McKim	"Lea Leland, Leonid Samoloff"	Drama	
Sir Galahad of Twilight	1914	Sydney Ayres	"Perry Banks, B. Reeves Eason, William Garwood"		
The Sleeping Sentinel	1914			Historical drama	
A Slice of Life	1914	Tom Ricketts	"Charlotte Burton, Perry Banks"		
The Son of Thomas Gray	1914	William Desmond Taylor	"Virginia Fordyce, Sydney Ayres, Jacques Jaccard"		
The Song of the Sea Shell	1914	William Desmond Taylor	"Edith Borella, Charlotte Burton, George Field"	Drama	
A Soul Astray	1914	William Desmond Taylor	"Charlotte Burton, William Bertram, Edith Borella"		
The Sower Reaps	1914	Tom Ricketts	"William Garwood, Harry von Meter, Vivian Rich"	Drama	
Sparrow of the Circus	1914		"B. Reeves Eason, Jack Richardson"		
The Spoilers	1914	Colin Campbell	"William Farnum, Kathlyn Williams, Tom Santschi"	Drama	
The Squaw Man	1914	"Oscar Apfel, Cecil B. DeMille"	Dustin Farnum	Western	DeMille's directorial debut
The Star Boarder	1914	George Nichols	"Charlie Chaplin, Minta Durfee, Edgar Kennedy, Alice Davenport, Gordon Griffith"	Comedy	
A Story of Little Italy	1914	William Desmond Taylor	"Sydney Ayres, Jacques Jaccard, Jack Richardson, Vivian Rich, Harry von Meter"		
The Story of the Olive	1914	Sydney Ayres	"Sydney Ayres, Perry Banks, Edith Borella, Caroline Cooke, Harry von Meter"		
The Strength o' Ten	1914	Tom Ricketts	"William Garwood, Harry von Meter"	Drama	
A Study in Scarlet	1914	Francis Ford	"Francis Ford, Grace Cunard, John Ford"		Francis playing Sherlock Holmes and John as Dr. Watson
Sweet and Low	1914	William Desmond Taylor	"William Garwood, Harry von Meter"		
Such a Little Queen	1914	"Edwin S. Porter, Hugh Ford"	"Mary Pickford, Harold Lockwood"	Comedy	
The Taming of Sunnybrook Nell	1914	Sydney Ayres	"William Garwood, Louise Lester, B. Reeves Eason"		
Tango Tangles	1914	Mack Sennett	"Charlie Chaplin, Fatty Arbuckle, Ford Sterling"	Comedy	
The Telltale Knife	1914	Tom Mix	"Tom Mix, Hoot Gibson"	Western	
The Ten of Spades	1914	William Garwood	"William Garwood, Victory Bateman, William Lowery, Muriel Ostriche"		
Tess of the Storm Country	1914	Edwin S. Porter	Mary Pickford	Drama	
Their Worldly Goods	1914	Sydney Ayres	"William Garwood, Edith Borella, Charlotte Burton"		
This Is th' Life	1914	Henry Otto	"Charlotte Burton, George Field, Edward Coxen, Edith Borella, John Steppling"		
Those Love Pangs	1914	Charlie Chaplin	"Charlie Chaplin, Chester Conklin, Cecile Arnold"	Comedy	
A Ticket to Red Horse Gulch	1914		"Belle Bennett, William Garwood, William Lowery"	Western	
Tillie's Punctured Romance	1914	Mack Sennett	"Charlie Chaplin, Marie Dressler, Mabel Normand, Keystone Kops"	Comedy	
To Be Called For	1914	Francis J. Grandon	"Adda Gleason, Lafe McKee, Earle Foxe"	Comedy	
The Town of Nazareth	1914		"Charlotte Burton, William Bertram, Albert Cavens, Edward Coxen"		
True Western Hearts	1914	William Desmond Taylor	"Sydney Ayres, Helen Armstrong, Jacques Jaccard"		
A Turn of the Cards	1914	William Garwood	"William Garwood, Howard Davies, William Lowery"		
Twenty Minutes of Love	1914	Charlie Chaplin	"Charlie Chaplin, Minta Durfee, Edgar Kennedy"	Comedy	Chaplin's directorial debut
Uncle Tom's Cabin (1914 film)	1914	William Robert Daly	"Sam Lucas, Teresa Michelena, Roy Applegate"	Drama	First feature film adaptation of Stowe's novel.
The Unmasking	1914	Sydney Ayres	"William Garwood, Harry De Vere, Jack Richardson, Vivian Rich"		
Unto the Weak	1914	Allan Dwan	"Charlotte Burton, William Bertram"		
The Virginian	1914	Cecil B. DeMille	Dustin Farnum	Western	Based on the novel by Owen Wister
When a Woman Waits	1914	Henry Otto	"Charlotte Burton, Bessie Banks"		
The Widow's Investment	1914		"Charlotte Burton, Sydney Ayres, Chick Morrison"	Drama	
The Wishing Ring	1914	Maurice Tourneur	"Vivian Martin, Alec B. Francis, Chester Barnett"	Comedy	
The Wrath of the Gods	1914	Reginald Barker	"Sessue Hayakawa, Tsuru Aoki, Frank Borzage"	Drama	
The Wrong Birds	1914	William Desmond Taylor	"Edith Borella, Charlotte Burton, George Field, Edward Coxen"	Drama	
After Five	1915	Cecil B. DeMille			
After the Storm	1915	B. Reeves Eason			
Anna Karenina	1915	J. Gordon Edwards	Betty Nansen and Edward Jos?	Historical drama	
The Arab	1915	Cecil B. DeMille			
The Assayer of Lone Gap	1915	B. Reeves Eason			
Auntie's Portrait	1915	George D. Baker	Sidney Drew and Ethel Lee	Comedy short	
The Barren Gain	1915	B. Reeves Eason			
Beyond His Fondest Hopes	1915	Hal Roach	Harold Lloyd	Comedy	
Birth of a Nation	1915	D. W. Griffith	Lillian Gish	Epic	
The Blot on the Shield	1915	B. Reeves Eason			
The Bluffers	1915	B. Reeves Eason			
Buckshot John	1915				
Bughouse Bellhops	1915	Hal Roach	Harold Lloyd	Comedy	
Burlesque on Carmen	1915	Charles Chaplin	"Charles Chaplin, Edna Purviance"	Comedy	
The Captive	1915	Cecil B. DeMille			
Carmen	1915	Cecil B. DeMille			
Carmen	1915	Raoul Walsh			
The Champion	1915	Charles Chaplin	Charles Chaplin	Comedy short	
The Cheat	1915	Cecil B. DeMille			
Chimmie Fadden	1915	Cecil B. DeMille	Victor Moore	"Comedy, Western"	
Chimmie Fadden Out West	1915	Cecil B. DeMille	Victor Moore	"Comedy, Western"	
Close-Cropped Clippings	1915	Hal Roach	Harold Lloyd	Comedy	
The Commuters	1915	George Fitzmaurice	Irene Fenwick	Comedy	"Fenwick's film debut, print at Library of Congress"
Competition	1915	B. Reeves Eason			Eason's directorial debut
Court House Crooks	1915		"Ford Sterling, Charles Arling"	Comedy	Harold Lloyd has an uncredited role
The Day of Reckoning	1915	B. Reeves Eason			
Double Trouble	1915	Christy Cabanne	"Douglas Fairbanks, Margery Wilson"	Comedy	
Drawing the Line	1915	B. Reeves Eason			
Enoch Arden	1915	Christy Cabanne	"Alfred Paget, Lillian Gish"	Drama	
The Exile of Bar-K Ranch	1915	B. Reeves Eason			
Fatty's Tintype Tangle	1915	Fatty Arbuckle	Fatty Arbuckle	Comedy	
A Fool There Was	1915	Frank Powell	"Theda Bara, Edward Jose"	Drama	
A Foozle at the Tee Party	1915	Hal Roach	Harold Lloyd	Comedy	
Four Feathers	1915	J. Searle Dawley	"Edgar L. Davenport, Fuller Mellish"	Drama	
From Italy's Shores	1915	Otis Turner	Harold Lloyd	Comedy	
Fresh from the Farm	1915	Hal Roach	Harold Lloyd	Comedy	
The Girl of the Golden West	1915	Cecil B. DeMille		Western	
Giving Them Fits	1915	Hal Roach	Harold Lloyd	Comedy	First film to team up Lloyd with Snub Pollard and Bebe Daniels
The Golden Chance	1915	Cecil B. DeMille			
A Good Business Deal	1915	B. Reeves Eason			
Great While It Lasted	1915	Hal Roach	Harold Lloyd	Comedy	
Hearts in Shadow	1915	B. Reeves Eason			
His New Job	1915	Charlie Chaplin	"Charlie Chaplin, Ben Turpin"	Comedy	
The Honor of the District Attorney	1915	B. Reeves Eason			
The Hungry Actors	1915	Hal Roach	Harold Lloyd	Comedy	
The Immigrant	1915	George Melford	Valeska Suratt	Drama	
In The Park	1915	Charlie Chaplin	"Charlie Chaplin, Leo White, Edna Purviance"	Comedy	
In Trust	1915	B. Reeves Eason			
Inspiration	1915	George Foster Platt	"Audrey Munson, Thomas A. Curran"		
The Italian	1915	Reginald Barker	"George Beban, Clara Williams"	Drama	
Just Nuts	1915	Hal Roach	Harold Lloyd	Comedy	
Kindling	1915	Cecil B. DeMille			
The Lamb	1915	Christy Cabanne	"Douglas Fairbanks, Sr, Seena Owen"		
The Little Lady Next Door	1915	B. Reeves Eason			
"Lonesome Luke, Social Gangster"	1915	"J. Farrell MacDonald, Hal Roach"	Harold Lloyd	Comedy	
"Love, Loot and Crash"	1915	Mack Sennett	"Charley Chase, Dora Rodgers"	Comedy	
Mabel and Fatty Viewing the World's Fair at San Francisco	1915		Fatty Arbuckle		Very early documentary film
The Man from Texas	1915				
Martyrs of the Alamo	1915	Christy Cabanne	Sam De Grasse	Historical	
A Mixup for Mazie	1915	Hal Roach	Harold Lloyd		
To Melody a Soul Responds	1915	B. Reeves Eason			
Mountain Mary	1915	B. Reeves Eason			
The Newer Way	1915	B. Reeves Eason			
Peculiar Patients' Pranks	1915	Hal Roach	Harold Lloyd		"Thought to be lost, but found in Australia's National Film and Sound Archive"
"Pete, the Pedal Polisher"	1915	Hal Roach	Harold Lloyd		
The Poet of the Peaks	1915	B. Reeves Eason			
Pool Sharks	1915	Edwin Middleton	W. C. Fields	Comedy short	First onscreen appearance of W. C. Fields
Profit from Loss	1915	B. Reeves Eason			
A Question of Honor	1915	B. Reeves Eason			
Ragtime Snap Shots	1915	Hal Roach	Harold Lloyd		
The Raven	1915	Charles Brabin	Henry Walthall	Biography	
Regeneration	1915	Raoul Walsh	"Rockliffe Fellowes, Anna Q. Nilsson"	Crime drama	
To Rent Furnished	1915	B. Reeves Eason			
The Ring of Destiny	1915				
"Ruses, Rhymes and Roughnecks"	1915	Hal Roach	Harold Lloyd		
She Walketh Alone	1915	B. Reeves Eason			
The Silver Lining	1915	B. Reeves Eason			
The Smuggler's Cave	1915	B. Reeves Eason			
The Solution to the Mystery	1915	B. Reeves Eason			
Some Baby	1915	Hal Roach	Harold Lloyd		
The Soul of Broadway	1915	Herbert Brenon	Valeska Suratt	Drama	
The Spirit of Adventure	1915	B. Reeves Eason			
Spit-Ball Sadie	1915	Hal Roach	Harold Lloyd		"First appearance of Lloyd's ""Lonesome Luke"" character"
Stingaree	1915				
A Submarine Pirate	1915	Charles Avery			
The Substitute Minister	1915	B. Reeves Eason			
Temptation	1915	Cecil B. DeMille			
Terribly Stuck Up	1915	Hal Roach	Harold Lloyd		
Their Social Splash	1915				
Tinkering with Trouble	1915	Hal Roach	Harold Lloyd		
The Toast of Death	1915	Thomas H. Ince	Louise Glaum	Drama	Feature length
The Tramp	1915	Charles Chaplin	Charles Chaplin	Comedy short	
